Image Name,Predicted Class
251_2023_2.tif,0
180_2023_3.tif,2
298_2022_11.tif,1
29_2022_8.tif,2
506_2023_2.tif,2
543_2023_1.tif,1
548_2023_1.tif,1
490_2023_0.tif,0
374_2022_8.tif,2
157_2022_11.tif,0
248_2022_11.tif,1
283_2023_3.tif,1
9_2022_5.tif,2
220_2022_7.tif,0
33_2022_11.tif,1
268_2022_4.tif,0
337_2022_5.tif,1
214_2023_0.tif,0
538_2022_4.tif,2
70_2022_8.tif,1
506_2022_11.tif,2
420_2022_5.tif,2
263_2022_4.tif,1
190_2022_4.tif,2
228_2023_1.tif,0
62_2023_2.tif,1
427_2022_5.tif,1
176_2023_1.tif,1
334_2022_10.tif,2
319_2023_1.tif,1
193_2023_0.tif,2
29_2022_4.tif,2
522_2022_8.tif,1
161_2023_1.tif,1
265_2022_6.tif,1
108_2023_1.tif,1
21_2023_2.tif,1
345_2022_11.tif,0
164_2022_11.tif,0
314_2023_2.tif,2
186_2022_6.tif,1
11_2022_9.tif,2
461_2022_4.tif,2
261_2023_0.tif,2
141_2022_4.tif,0
1_2023_3.tif,1
493_2022_9.tif,0
493_2023_0.tif,0
124_2023_1.tif,1
1_2023_2.tif,1
196_2022_8.tif,2
558_2023_2.tif,0
326_2023_0.tif,1
63_2022_8.tif,0
444_2022_5.tif,2
293_2022_11.tif,0
151_2022_10.tif,1
108_2023_3.tif,1
499_2022_4.tif,2
432_2023_0.tif,1
194_2022_8.tif,2
207_2023_1.tif,0
469_2022_6.tif,2
147_2023_2.tif,1
484_2023_3.tif,0
117_2022_10.tif,1
182_2023_2.tif,2
363_2022_8.tif,0
246_2022_11.tif,0
149_2023_1.tif,2
45_2022_4.tif,1
404_2022_6.tif,0
1_2023_0.tif,1
356_2023_2.tif,1
564_2022_5.tif,2
12_2023_0.tif,0
14_2023_3.tif,1
555_2023_0.tif,0
275_2022_4.tif,0
11_2022_7.tif,2
128_2022_11.tif,1
77_2022_8.tif,0
72_2022_8.tif,1
99_2022_9.tif,0
174_2023_0.tif,1
402_2022_7.tif,2
87_2022_6.tif,0
97_2023_2.tif,0
66_2023_1.tif,2
384_2023_1.tif,1
488_2023_2.tif,1
141_2022_8.tif,0
480_2022_8.tif,1
311_2023_1.tif,1
455_2022_9.tif,1
542_2022_6.tif,0
368_2022_4.tif,0
316_2022_7.tif,0
251_2022_8.tif,0
188_2022_9.tif,0
30_2022_6.tif,2
230_2023_3.tif,0
213_2022_11.tif,0
278_2022_7.tif,2
192_2023_0.tif,2
431_2022_7.tif,1
362_2023_1.tif,1
231_2022_9.tif,1
365_2022_5.tif,1
315_2022_5.tif,1
375_2022_5.tif,1
109_2022_7.tif,1
334_2023_1.tif,2
161_2022_6.tif,1
178_2023_0.tif,2
284_2022_9.tif,0
61_2023_1.tif,1
242_2022_9.tif,1
74_2022_6.tif,1
433_2022_7.tif,2
122_2022_5.tif,1
465_2022_8.tif,1
458_2022_11.tif,2
23_2023_3.tif,1
566_2022_8.tif,0
19_2023_1.tif,1
503_2022_4.tif,1
491_2022_4.tif,2
35_2023_0.tif,2
136_2022_9.tif,1
228_2022_7.tif,0
406_2022_6.tif,0
251_2023_1.tif,0
341_2022_4.tif,2
155_2022_8.tif,2
374_2022_10.tif,2
58_2022_8.tif,1
401_2023_0.tif,2
176_2022_4.tif,1
515_2023_3.tif,0
188_2022_8.tif,0
464_2023_3.tif,1
77_2022_4.tif,0
142_2023_0.tif,1
227_2022_8.tif,1
495_2022_4.tif,0
19_2022_4.tif,1
64_2022_6.tif,0
318_2022_10.tif,2
486_2022_6.tif,1
108_2022_5.tif,1
488_2022_8.tif,1
468_2022_10.tif,0
265_2022_10.tif,1
142_2022_7.tif,1
41_2022_8.tif,2
128_2022_4.tif,1
382_2023_1.tif,2
358_2022_6.tif,1
55_2022_4.tif,1
168_2023_0.tif,0
405_2023_2.tif,1
530_2022_4.tif,0
259_2022_5.tif,2
155_2022_10.tif,2
343_2022_9.tif,1
78_2023_0.tif,1
56_2022_9.tif,1
427_2022_8.tif,1
108_2022_9.tif,1
429_2023_2.tif,0
479_2023_3.tif,0
468_2022_4.tif,1
339_2022_5.tif,1
451_2023_0.tif,1
429_2023_3.tif,0
151_2023_1.tif,1
457_2023_3.tif,1
561_2023_3.tif,2
309_2023_3.tif,2
342_2022_8.tif,1
349_2022_5.tif,1
445_2023_1.tif,1
172_2022_5.tif,0
293_2023_0.tif,0
452_2022_11.tif,1
551_2023_3.tif,1
392_2022_4.tif,1
267_2022_10.tif,1
209_2022_9.tif,1
409_2022_8.tif,1
367_2022_5.tif,1
385_2022_7.tif,1
558_2022_10.tif,0
186_2022_7.tif,1
556_2022_9.tif,2
283_2023_1.tif,1
279_2023_0.tif,1
209_2022_8.tif,1
267_2022_7.tif,1
521_2023_1.tif,0
337_2022_8.tif,1
269_2022_10.tif,1
175_2022_6.tif,1
496_2022_11.tif,2
564_2023_1.tif,2
254_2023_2.tif,0
127_2023_2.tif,0
236_2022_9.tif,0
154_2022_9.tif,1
118_2022_4.tif,2
367_2022_6.tif,1
423_2022_9.tif,2
292_2022_5.tif,0
555_2022_4.tif,0
53_2022_6.tif,0
499_2023_0.tif,2
44_2023_3.tif,2
444_2022_6.tif,2
165_2022_8.tif,1
469_2022_7.tif,2
500_2022_6.tif,2
240_2023_2.tif,2
551_2022_5.tif,1
149_2022_4.tif,2
475_2022_11.tif,0
5_2022_10.tif,0
513_2023_0.tif,0
30_2023_3.tif,2
443_2022_11.tif,1
313_2023_1.tif,1
245_2023_1.tif,0
330_2023_1.tif,1
209_2022_11.tif,1
432_2022_6.tif,1
455_2022_7.tif,2
421_2022_10.tif,0
243_2023_3.tif,0
557_2022_9.tif,0
33_2022_5.tif,1
491_2023_0.tif,2
92_2022_7.tif,1
265_2022_5.tif,1
227_2022_7.tif,1
504_2022_6.tif,1
49_2023_2.tif,2
113_2023_3.tif,1
249_2022_6.tif,0
195_2023_3.tif,1
49_2023_1.tif,2
99_2023_1.tif,0
295_2023_3.tif,1
195_2022_6.tif,1
418_2023_2.tif,1
361_2022_5.tif,2
542_2022_8.tif,0
537_2023_1.tif,2
454_2022_5.tif,1
305_2022_11.tif,1
288_2022_9.tif,2
529_2022_8.tif,0
507_2023_3.tif,0
367_2022_11.tif,1
34_2022_6.tif,1
35_2022_9.tif,2
29_2023_2.tif,2
267_2023_2.tif,1
214_2022_8.tif,0
515_2022_9.tif,0
355_2022_8.tif,0
434_2022_8.tif,2
48_2022_10.tif,0
348_2022_6.tif,0
511_2023_2.tif,2
16_2023_1.tif,2
359_2023_3.tif,1
451_2022_4.tif,1
129_2022_10.tif,0
391_2022_7.tif,1
196_2023_1.tif,2
39_2022_5.tif,2
145_2022_5.tif,2
61_2022_10.tif,1
148_2022_6.tif,1
93_2022_6.tif,0
340_2022_9.tif,1
115_2022_6.tif,1
404_2022_10.tif,0
264_2022_9.tif,0
413_2023_0.tif,1
86_2022_11.tif,2
370_2022_10.tif,1
345_2022_4.tif,0
553_2022_6.tif,1
308_2022_6.tif,1
480_2022_5.tif,1
9_2023_2.tif,2
562_2023_2.tif,0
5_2022_8.tif,0
121_2022_11.tif,0
5_2022_7.tif,0
121_2022_6.tif,0
456_2022_7.tif,2
170_2023_1.tif,2
207_2022_11.tif,0
401_2022_11.tif,2
191_2022_10.tif,2
513_2022_7.tif,0
268_2022_8.tif,0
172_2022_8.tif,0
542_2022_4.tif,0
404_2022_7.tif,0
264_2022_11.tif,0
46_2022_9.tif,0
461_2023_1.tif,2
403_2022_10.tif,2
568_2022_9.tif,0
289_2022_6.tif,0
528_2022_7.tif,0
325_2023_0.tif,1
367_2023_0.tif,1
162_2022_11.tif,2
88_2022_10.tif,1
447_2022_8.tif,2
24_2023_2.tif,0
495_2022_11.tif,0
558_2022_7.tif,0
319_2022_8.tif,1
478_2022_10.tif,1
518_2022_6.tif,2
508_2023_1.tif,0
118_2022_9.tif,2
9_2023_0.tif,2
175_2023_2.tif,1
129_2023_2.tif,0
400_2022_7.tif,1
451_2023_2.tif,1
369_2023_1.tif,1
94_2023_0.tif,1
403_2022_5.tif,2
247_2022_8.tif,1
389_2022_11.tif,2
470_2022_4.tif,1
464_2022_5.tif,1
441_2022_8.tif,2
284_2022_4.tif,0
91_2022_4.tif,0
538_2023_2.tif,2
307_2022_6.tif,0
86_2022_4.tif,2
177_2022_9.tif,2
59_2022_11.tif,1
422_2023_2.tif,0
422_2022_9.tif,0
488_2022_11.tif,1
416_2023_3.tif,1
503_2022_11.tif,1
324_2022_7.tif,2
30_2022_8.tif,2
160_2023_0.tif,2
366_2022_10.tif,1
344_2022_11.tif,1
315_2022_6.tif,1
326_2022_9.tif,1
511_2023_1.tif,2
83_2023_1.tif,2
273_2023_3.tif,0
280_2022_9.tif,1
351_2022_4.tif,2
529_2022_5.tif,0
63_2023_1.tif,0
531_2023_0.tif,1
500_2022_10.tif,2
266_2022_8.tif,1
77_2022_6.tif,0
265_2022_9.tif,1
254_2023_3.tif,0
439_2022_8.tif,0
121_2022_9.tif,0
51_2022_6.tif,0
275_2023_3.tif,0
347_2022_9.tif,2
425_2022_9.tif,1
418_2022_9.tif,1
134_2022_4.tif,0
190_2022_7.tif,2
377_2022_7.tif,0
201_2022_7.tif,0
63_2022_5.tif,0
73_2022_7.tif,2
122_2022_8.tif,1
166_2022_8.tif,2
312_2023_3.tif,1
9_2022_10.tif,2
284_2023_3.tif,0
256_2023_3.tif,1
250_2022_8.tif,2
277_2022_4.tif,1
267_2022_6.tif,1
498_2023_1.tif,1
155_2022_7.tif,2
274_2023_0.tif,2
566_2023_1.tif,0
420_2023_2.tif,2
428_2022_9.tif,1
179_2022_9.tif,0
385_2022_10.tif,2
2_2022_10.tif,1
343_2023_1.tif,1
454_2023_0.tif,1
320_2022_4.tif,1
139_2022_5.tif,0
509_2022_8.tif,1
293_2022_7.tif,1
530_2022_5.tif,0
369_2022_9.tif,1
377_2023_2.tif,0
78_2023_1.tif,1
331_2022_7.tif,2
383_2022_5.tif,1
134_2023_1.tif,0
426_2022_8.tif,1
340_2023_3.tif,1
234_2023_1.tif,2
270_2023_3.tif,1
396_2022_6.tif,1
110_2022_9.tif,1
165_2023_1.tif,1
438_2022_7.tif,1
333_2022_5.tif,0
161_2022_5.tif,1
518_2022_10.tif,2
317_2022_10.tif,0
553_2022_11.tif,1
38_2023_0.tif,2
307_2022_4.tif,0
267_2023_3.tif,1
508_2022_4.tif,0
250_2022_10.tif,2
150_2023_1.tif,0
509_2022_9.tif,1
261_2023_2.tif,2
7_2022_5.tif,1
291_2022_5.tif,0
42_2023_3.tif,0
485_2022_6.tif,0
523_2023_2.tif,1
49_2022_5.tif,2
89_2022_9.tif,1
362_2022_11.tif,1
206_2022_5.tif,0
329_2023_3.tif,1
357_2022_6.tif,1
460_2023_3.tif,0
271_2022_7.tif,0
290_2023_1.tif,2
6_2022_4.tif,0
350_2022_9.tif,0
151_2022_8.tif,0
133_2023_1.tif,1
167_2022_9.tif,0
113_2023_2.tif,2
314_2022_11.tif,2
101_2022_11.tif,1
287_2022_11.tif,1
504_2022_10.tif,1
398_2023_0.tif,2
117_2022_7.tif,1
537_2022_6.tif,2
357_2023_0.tif,1
304_2022_11.tif,1
525_2022_5.tif,2
237_2022_10.tif,0
428_2022_7.tif,1
171_2022_9.tif,2
369_2022_10.tif,1
157_2023_3.tif,0
24_2023_3.tif,0
232_2022_6.tif,0
146_2023_2.tif,0
71_2022_9.tif,1
505_2022_11.tif,0
533_2023_1.tif,0
560_2022_4.tif,2
509_2023_2.tif,1
266_2022_9.tif,1
14_2022_9.tif,1
404_2023_3.tif,0
343_2023_2.tif,1
499_2022_5.tif,2
48_2023_2.tif,0
334_2023_0.tif,2
294_2022_6.tif,0
450_2023_1.tif,0
396_2022_9.tif,1
408_2022_5.tif,1
255_2023_0.tif,1
350_2023_1.tif,0
146_2022_9.tif,0
450_2022_9.tif,0
544_2023_2.tif,0
415_2023_3.tif,1
141_2023_3.tif,0
348_2023_1.tif,0
366_2022_8.tif,1
494_2022_4.tif,2
78_2022_4.tif,1
202_2022_6.tif,0
323_2022_7.tif,0
309_2022_8.tif,2
520_2022_7.tif,2
23_2022_8.tif,1
100_2022_9.tif,2
207_2023_3.tif,0
34_2023_0.tif,1
562_2023_3.tif,0
18_2022_4.tif,0
238_2022_10.tif,0
63_2022_11.tif,0
198_2023_2.tif,2
381_2022_5.tif,1
524_2022_8.tif,1
93_2022_10.tif,1
81_2022_11.tif,0
143_2022_6.tif,0
84_2022_10.tif,0
482_2022_4.tif,1
140_2022_6.tif,1
131_2023_2.tif,0
196_2022_6.tif,2
399_2022_5.tif,1
526_2022_6.tif,0
401_2023_2.tif,2
498_2022_7.tif,1
331_2023_0.tif,2
72_2023_3.tif,1
242_2022_10.tif,1
41_2023_0.tif,2
142_2022_4.tif,1
503_2022_5.tif,1
89_2023_3.tif,1
565_2023_0.tif,1
208_2023_1.tif,0
39_2022_7.tif,2
69_2022_7.tif,0
436_2023_3.tif,2
154_2022_11.tif,1
3_2022_8.tif,0
353_2022_7.tif,1
50_2023_0.tif,2
59_2022_9.tif,1
138_2022_5.tif,1
222_2022_9.tif,0
134_2022_11.tif,0
446_2023_1.tif,2
365_2023_1.tif,1
386_2022_7.tif,2
384_2022_9.tif,1
91_2022_10.tif,0
150_2022_9.tif,0
520_2022_6.tif,2
31_2022_5.tif,0
546_2023_0.tif,1
317_2022_8.tif,0
79_2022_10.tif,0
559_2022_4.tif,0
6_2023_2.tif,0
206_2022_9.tif,0
58_2022_6.tif,1
399_2023_0.tif,1
22_2022_11.tif,2
35_2022_5.tif,2
143_2022_5.tif,0
313_2022_9.tif,2
534_2022_10.tif,1
8_2022_6.tif,1
353_2022_10.tif,1
489_2022_8.tif,0
465_2022_4.tif,1
424_2022_4.tif,0
148_2023_0.tif,1
64_2023_0.tif,0
530_2022_10.tif,0
420_2022_6.tif,2
495_2022_5.tif,0
165_2022_4.tif,1
532_2022_7.tif,1
111_2022_10.tif,1
105_2023_1.tif,2
448_2022_5.tif,0
173_2022_9.tif,1
226_2023_3.tif,2
93_2022_7.tif,1
203_2022_9.tif,1
143_2022_4.tif,0
197_2023_1.tif,1
177_2023_3.tif,1
298_2022_6.tif,1
530_2023_3.tif,0
321_2023_2.tif,2
138_2022_8.tif,1
513_2023_2.tif,0
357_2022_9.tif,1
471_2022_6.tif,2
33_2023_1.tif,1
311_2023_2.tif,1
531_2022_8.tif,1
96_2022_9.tif,0
388_2022_4.tif,0
554_2022_7.tif,0
380_2022_6.tif,1
456_2023_1.tif,2
101_2023_3.tif,1
289_2023_0.tif,0
103_2023_2.tif,0
458_2022_8.tif,2
362_2022_5.tif,1
25_2022_5.tif,0
224_2022_10.tif,1
522_2023_2.tif,1
215_2022_11.tif,1
107_2022_9.tif,0
115_2022_7.tif,1
119_2022_5.tif,1
224_2022_11.tif,1
493_2023_1.tif,0
519_2022_10.tif,2
376_2023_3.tif,2
239_2022_5.tif,2
174_2022_5.tif,1
276_2022_5.tif,2
1_2022_7.tif,1
445_2022_9.tif,1
377_2022_10.tif,0
314_2023_0.tif,2
534_2023_2.tif,1
306_2023_1.tif,2
201_2022_5.tif,0
240_2022_5.tif,2
100_2022_10.tif,2
343_2022_5.tif,1
561_2022_8.tif,2
510_2023_0.tif,1
347_2022_7.tif,2
361_2022_4.tif,2
29_2022_9.tif,2
171_2022_7.tif,2
527_2022_11.tif,0
134_2022_8.tif,0
42_2023_2.tif,0
497_2022_10.tif,1
33_2022_4.tif,1
429_2022_7.tif,0
351_2022_5.tif,2
70_2022_9.tif,1
307_2022_9.tif,0
502_2022_7.tif,0
161_2022_7.tif,1
299_2022_6.tif,2
44_2023_2.tif,2
207_2022_4.tif,0
415_2022_7.tif,1
439_2023_2.tif,0
89_2022_10.tif,1
460_2022_9.tif,0
487_2023_0.tif,0
198_2022_11.tif,2
167_2022_7.tif,0
241_2023_0.tif,2
231_2022_5.tif,1
216_2023_0.tif,1
489_2022_5.tif,0
310_2022_6.tif,1
366_2022_11.tif,1
567_2022_10.tif,0
562_2022_5.tif,1
268_2022_5.tif,0
369_2022_8.tif,0
334_2022_6.tif,2
172_2022_6.tif,0
546_2022_10.tif,1
210_2022_10.tif,2
527_2022_4.tif,0
350_2022_5.tif,0
488_2022_6.tif,0
130_2022_10.tif,0
38_2023_2.tif,2
4_2023_1.tif,1
548_2023_3.tif,1
267_2022_4.tif,1
93_2023_1.tif,1
278_2022_4.tif,2
392_2023_0.tif,1
164_2022_4.tif,0
452_2023_3.tif,1
409_2022_10.tif,1
322_2022_4.tif,1
308_2022_10.tif,1
198_2022_9.tif,2
324_2023_2.tif,2
219_2023_2.tif,0
188_2022_6.tif,0
335_2022_11.tif,0
60_2023_1.tif,0
519_2022_4.tif,2
58_2022_10.tif,1
104_2022_11.tif,1
422_2022_5.tif,0
47_2022_10.tif,2
135_2022_5.tif,1
463_2023_3.tif,1
274_2022_7.tif,2
300_2022_4.tif,1
241_2022_7.tif,2
470_2022_8.tif,2
76_2022_5.tif,1
495_2022_7.tif,0
394_2023_3.tif,2
205_2022_7.tif,0
487_2022_8.tif,0
276_2022_7.tif,2
10_2022_8.tif,2
274_2023_3.tif,2
22_2022_10.tif,2
290_2023_2.tif,2
104_2022_6.tif,1
269_2022_7.tif,1
289_2022_9.tif,0
219_2023_0.tif,0
500_2022_5.tif,2
516_2022_7.tif,1
419_2022_5.tif,2
462_2022_9.tif,0
446_2022_9.tif,2
212_2023_0.tif,1
137_2022_8.tif,2
336_2023_2.tif,1
460_2022_10.tif,0
82_2022_10.tif,1
450_2022_6.tif,0
468_2022_8.tif,0
304_2022_4.tif,1
202_2022_8.tif,0
221_2022_10.tif,0
239_2023_3.tif,2
97_2022_11.tif,0
339_2023_0.tif,1
507_2022_8.tif,0
498_2022_6.tif,1
506_2023_3.tif,2
51_2022_11.tif,0
466_2022_10.tif,2
143_2023_0.tif,0
428_2022_4.tif,1
566_2023_3.tif,0
541_2022_6.tif,2
360_2022_6.tif,1
150_2022_8.tif,0
283_2022_8.tif,1
102_2022_9.tif,1
256_2023_2.tif,0
353_2022_4.tif,1
258_2022_11.tif,0
367_2022_7.tif,1
154_2023_3.tif,1
246_2023_1.tif,0
39_2023_2.tif,2
176_2022_5.tif,1
474_2022_7.tif,1
379_2022_8.tif,2
423_2023_2.tif,2
534_2023_1.tif,1
442_2023_2.tif,1
528_2023_0.tif,0
407_2022_9.tif,0
434_2022_4.tif,2
6_2022_5.tif,0
298_2023_1.tif,1
385_2023_2.tif,2
182_2022_4.tif,2
392_2023_1.tif,1
481_2022_9.tif,0
497_2023_1.tif,1
243_2023_1.tif,0
118_2023_0.tif,2
60_2022_10.tif,0
399_2022_9.tif,1
409_2023_0.tif,1
161_2022_8.tif,1
355_2023_2.tif,0
52_2022_5.tif,1
297_2023_3.tif,2
425_2022_10.tif,1
210_2023_1.tif,2
383_2022_4.tif,1
381_2022_6.tif,1
144_2022_10.tif,1
111_2022_7.tif,1
153_2022_10.tif,1
229_2022_9.tif,0
373_2022_10.tif,1
186_2022_4.tif,1
200_2022_7.tif,1
426_2022_9.tif,1
427_2023_2.tif,1
448_2022_10.tif,0
265_2023_0.tif,1
295_2022_9.tif,1
411_2022_4.tif,1
83_2022_6.tif,2
395_2022_5.tif,0
230_2022_10.tif,0
565_2022_8.tif,0
409_2023_2.tif,1
125_2023_0.tif,1
326_2022_8.tif,1
278_2022_11.tif,2
214_2022_6.tif,0
386_2022_5.tif,2
258_2022_10.tif,0
144_2022_5.tif,1
15_2022_9.tif,2
50_2023_3.tif,2
311_2022_5.tif,1
18_2022_6.tif,0
299_2022_9.tif,2
188_2023_3.tif,0
391_2023_3.tif,1
245_2023_3.tif,0
111_2023_1.tif,1
286_2022_8.tif,1
362_2023_0.tif,1
412_2022_5.tif,0
216_2022_7.tif,1
501_2023_1.tif,1
377_2022_6.tif,0
245_2022_5.tif,0
324_2023_3.tif,2
559_2022_9.tif,0
321_2022_7.tif,2
347_2023_3.tif,2
521_2023_0.tif,0
430_2022_8.tif,2
537_2022_4.tif,2
206_2022_6.tif,0
251_2023_0.tif,0
344_2022_6.tif,1
70_2022_5.tif,1
300_2022_8.tif,1
117_2022_5.tif,1
331_2022_9.tif,2
449_2023_0.tif,2
255_2023_3.tif,1
376_2023_2.tif,2
226_2022_4.tif,2
381_2022_7.tif,1
193_2022_11.tif,2
463_2023_0.tif,1
502_2022_6.tif,0
397_2022_10.tif,0
440_2022_9.tif,0
322_2022_6.tif,1
433_2022_6.tif,2
417_2022_7.tif,1
230_2022_7.tif,0
109_2022_5.tif,1
182_2022_5.tif,2
370_2022_5.tif,1
242_2022_5.tif,1
363_2023_1.tif,0
320_2022_5.tif,0
296_2022_11.tif,0
95_2022_6.tif,1
437_2022_5.tif,1
272_2022_10.tif,2
360_2022_9.tif,1
334_2023_2.tif,2
123_2023_1.tif,1
397_2023_0.tif,0
483_2023_3.tif,0
165_2022_11.tif,1
57_2022_8.tif,2
61_2023_2.tif,1
363_2023_0.tif,0
10_2022_9.tif,2
554_2022_11.tif,0
229_2022_6.tif,0
465_2022_5.tif,1
272_2022_5.tif,2
244_2023_0.tif,1
115_2022_10.tif,1
455_2022_5.tif,1
544_2022_6.tif,0
167_2022_11.tif,0
564_2022_7.tif,2
338_2022_9.tif,1
443_2023_1.tif,1
518_2022_8.tif,2
273_2022_11.tif,0
196_2022_5.tif,2
123_2023_0.tif,1
139_2022_9.tif,0
138_2022_4.tif,1
14_2023_1.tif,1
368_2022_5.tif,0
327_2022_5.tif,0
4_2022_11.tif,1
450_2022_11.tif,0
234_2023_2.tif,2
505_2022_10.tif,0
264_2022_8.tif,0
23_2022_4.tif,1
245_2022_9.tif,0
19_2023_2.tif,1
254_2022_10.tif,0
136_2023_3.tif,1
217_2022_7.tif,2
79_2022_6.tif,1
331_2023_2.tif,2
222_2022_10.tif,0
39_2023_3.tif,2
124_2022_6.tif,0
533_2023_3.tif,0
35_2022_7.tif,2
458_2022_4.tif,2
407_2023_0.tif,0
529_2023_1.tif,0
512_2022_5.tif,2
161_2022_11.tif,1
474_2022_4.tif,1
511_2022_4.tif,2
405_2022_5.tif,1
558_2022_8.tif,0
469_2022_11.tif,2
379_2023_0.tif,2
34_2022_4.tif,1
475_2023_1.tif,0
319_2023_2.tif,1
205_2022_11.tif,0
18_2023_3.tif,0
441_2023_2.tif,2
121_2022_10.tif,0
204_2022_5.tif,0
505_2022_8.tif,0
9_2022_6.tif,1
436_2023_2.tif,2
404_2023_0.tif,0
1_2022_5.tif,1
144_2023_1.tif,1
414_2022_10.tif,0
437_2022_6.tif,1
42_2023_1.tif,0
183_2023_0.tif,1
504_2023_0.tif,1
195_2023_2.tif,1
111_2022_5.tif,1
126_2022_8.tif,1
10_2023_2.tif,2
301_2023_1.tif,2
132_2022_6.tif,2
113_2022_11.tif,2
190_2022_5.tif,2
17_2022_10.tif,0
503_2022_6.tif,1
553_2023_0.tif,1
376_2022_11.tif,2
345_2022_5.tif,0
144_2023_3.tif,1
460_2022_5.tif,0
69_2023_1.tif,0
171_2022_4.tif,2
209_2023_3.tif,1
420_2023_1.tif,2
461_2022_10.tif,2
119_2023_1.tif,1
311_2023_3.tif,1
138_2023_0.tif,1
78_2022_9.tif,2
425_2023_1.tif,1
296_2023_1.tif,0
482_2022_10.tif,1
242_2022_4.tif,1
523_2023_3.tif,1
512_2022_9.tif,2
13_2022_11.tif,1
399_2022_4.tif,1
545_2022_6.tif,1
492_2022_4.tif,1
282_2022_7.tif,1
554_2023_2.tif,0
394_2023_0.tif,1
236_2022_4.tif,0
302_2022_8.tif,1
197_2022_7.tif,1
498_2022_5.tif,1
292_2022_9.tif,0
146_2023_3.tif,0
280_2022_11.tif,1
275_2022_7.tif,0
541_2023_2.tif,1
209_2023_1.tif,1
334_2022_11.tif,2
153_2022_6.tif,1
58_2022_4.tif,1
426_2022_6.tif,1
447_2023_0.tif,2
71_2022_8.tif,1
85_2023_2.tif,2
200_2022_4.tif,1
53_2022_11.tif,0
224_2023_0.tif,1
479_2022_9.tif,0
7_2022_11.tif,1
375_2022_4.tif,1
237_2022_4.tif,0
453_2022_5.tif,1
310_2022_10.tif,1
